id,meter_code,category,zone,date_creation
3627,R1MS735718,R1,SO,2022-07-21
3628,T7TL711732,R3,N,2022-02-15
3629,R8KI484726,R4,NO,2023-09-14
3630,C7NX625667,S,E,2021-02-02
3631,V1UM525157,R3,N,2022-06-29
3632,V2WV181724,R2,NE,2021-10-06
3633,B2FF456151,I,S,2023-01-17
3634,R3AT615275,I,N,2022-12-17
3635,M1DO735866,I,C,2022-08-07
3636,O6WV718318,R1,C,2022-09-21
3637,M2WT281665,I,NE,2022-01-13
3638,R8BB767147,R4,NE,2023-03-30
3639,P8BQ484628,CE,O,2021-02-14
3640,K3BL774568,S,C,2021-06-19
3641,B8BF438352,R3,C,2022-05-30
3642,B1DP823842,S,SE,2021-02-14
3643,X3VJ273475,R1,SE,2021-03-14
3644,D7ME864462,CE,O,2021-08-10
3645,O4OU772353,P,O,2023-10-08
3646,I7GG687573,P,SE,2022-09-26
3647,V4SJ268617,R1,SO,2021-06-04
3648,A3UC418317,R2,SE,2023-10-27
3649,G7NS141363,S,E,2021-12-08
3650,G3LU785852,C,NE,2023-06-01
3651,P8SP871241,I,E,2021-11-07
3652,C4IF467772,R1,O,2021-01-28
3653,C4RH826682,R3,O,2023-02-28
3654,D4RV371388,C,NE,2022-07-17
3655,V8WT334664,I,C,2023-07-15
3656,D4CP438163,R2,NO,2022-06-02
3657,Q4QD615578,P,N,2021-11-13
3658,Q5UE513384,R3,SE,2022-04-29
3659,J3QD532486,CE,SE,2022-07-30
3660,D1MQ812113,I,NE,2022-11-24
3661,K2WA542238,I,NO,2023-05-04
3662,N3SF178873,R1,NE,2021-08-01
3663,A8YN265577,P,C,2023-08-23
3664,B2MH852814,I,O,2023-05-06
3665,H3HN675466,I,O,2021-11-26
3666,N4AR122584,C,NO,2022-03-22
3667,P3NS174815,CE,S,2023-02-10
3668,P4DR323873,R4,SO,2023-06-18
3669,U3AY636234,I,SE,2022-04-22
3670,E3AS237386,I,SO,2023-09-23
3671,J8IY233215,R2,S,2021-01-03
3672,B8EO321561,R4,C,2022-11-25
3673,X4NB871338,R2,NO,2021-02-09
3674,F1RA575711,CE,SE,2022-02-12
3675,U7BQ445444,R4,C,2022-05-19
3676,V6NC463681,I,S,2022-07-22
3677,E7LH168574,I,N,2023-01-19
3678,E5QE868753,S,O,2023-02-19
3679,Q8OO434454,I,E,2022-12-20
3680,C4HC165276,I,SE,2023-08-29
3681,R3IV713238,P,O,2021-06-20
3682,M5DQ174763,S,N,2023-02-26
3683,X5KN272551,R3,NE,2022-04-29
3684,J1FV745581,I,E,2023-02-19
3685,X6SE846216,R1,NO,2021-04-05
3686,F5RC482778,I,SE,2022-02-11
3687,P4CT235214,P,NE,2023-07-22
3688,R6VC456867,C,O,2022-02-17
3689,H6YC854644,I,S,2023-02-15
3690,F1JI654881,CE,O,2021-02-24
3691,U6LF288864,I,O,2022-09-26
3692,N6OS658352,CE,NE,2022-10-17
3693,N4VT254233,CE,S,2022-11-15
3694,X8LX461717,I,O,2023-02-12
3695,S4FT814773,I,SE,2022-10-08
3696,G5KC228817,R2,E,2022-06-04
3697,V3CE387772,I,NO,2022-10-24
3698,J6DI662121,C,C,2021-04-19
3699,R2NX151635,C,SO,2023-08-02
3700,G7YX521583,I,SO,2022-05-25
3701,S7BO532237,R2,NE,2022-11-29
3702,T8NB722146,R1,N,2023-04-27
3703,L2PP861647,S,SE,2023-01-22
3704,I5FR461656,I,S,2022-10-19
3705,A5JM176164,R4,SE,2021-08-18
3706,O1WD725145,I,E,2022-04-15
3707,R4OB877115,I,NE,2023-07-22
3708,C1NQ326247,CE,NE,2021-06-10
3709,P6LU481258,I,NO,2022-01-16
3710,Y5XA112416,S,NO,2021-03-04
3711,I5ST745835,R3,C,2022-05-10
3712,L3KQ426215,R2,C,2021-05-17
3713,M2BE817133,I,E,2022-04-14
3714,T2JY666768,C,NE,2023-10-22
3715,X4LA284216,R2,SO,2023-08-07
3716,E7FJ556761,I,E,2022-08-24
3717,A2UJ142237,P,NE,2021-07-09
3718,L1FV341162,C,SE,2021-04-27
3719,H8PJ676136,C,E,2021-08-02
3720,B2MB234244,S,SO,2022-11-01
3721,V8AI851811,R3,C,2023-11-19
3722,B3OA381442,I,N,2021-01-23
3723,C5WJ171273,C,SO,2023-04-25
3724,S2LH431678,R1,E,2022-08-22
3725,T7RR411754,R1,SO,2021-07-17
3726,P7JA864414,I,SE,2021-08-14
3727,X2RF858882,R2,NE,2023-05-13
3728,H6GQ225363,R3,O,2023-03-16
3729,Q1TX181854,I,SE,2022-12-26
3730,C4TE526613,R2,C,2021-04-25
3731,N3YE635665,I,E,2023-11-08
3732,J2WC314244,S,NO,2023-08-04
3733,V5WU367273,CE,N,2021-05-06
3734,N4PB131731,R3,C,2023-03-18
3735,H4KS556644,CE,C,2021-11-21
3736,L5WW337441,I,NE,2021-10-27
3737,T4OC711115,P,N,2022-08-25
3738,C6UO778157,R4,O,2023-05-24
3739,J3OD748315,S,NO,2023-11-14
3740,S2LG872774,R4,NE,2022-02-04
3741,A2SB582833,R1,SE,2022-12-17
3742,Q1LT742416,I,NO,2023-05-10
3743,P3NG631337,R4,SE,2021-02-23
3744,O7OP825848,R3,O,2023-12-05
3745,N4TA814384,R4,SO,2022-12-28
3746,R6MG356457,R4,NO,2023-06-26
3747,E7EW841635,CE,NO,2023-06-24
3748,O2IV628582,R4,NO,2021-02-08
3749,G5CH317613,R3,N,2023-05-07
3750,J2OJ576781,P,NE,2021-03-18
3751,N1YP881742,C,N,2021-11-08
3752,L7MO181717,P,O,2022-01-06
3753,U5RK815763,S,O,2023-02-05
3754,N5SI886375,S,O,2021-01-04
3755,M5KW758523,R3,E,2022-06-16
3756,F7FJ366586,R1,C,2022-03-18
3757,L3QM764382,P,S,2021-09-30
3758,C5HU268612,R4,SE,2021-12-24
3759,X1FQ638435,I,N,2021-08-15
3760,F5RY488651,R3,SO,2023-08-15
3761,H3PC317648,R4,S,2023-01-08
3762,Y6QL133325,I,SE,2022-06-24
3763,O1AC621457,P,SE,2022-09-22
3764,S1KV526387,C,SO,2023-03-24
3765,A3HJ873455,R1,SO,2023-03-02
3766,T6XQ625547,I,O,2022-04-08
3767,A1TE886714,S,S,2022-03-25
3768,G1YM857738,R1,NO,2022-04-13
3769,T5JQ412123,P,NE,2022-01-07
3770,R8QH513268,S,N,2022-03-26
3771,D2JB158365,P,O,2022-07-30
3772,X5HT518538,P,S,2021-01-07
3773,L7YJ812141,P,NO,2023-11-03
3774,X6UN484656,I,E,2021-12-28
3775,N8CN141771,C,S,2022-07-06
3776,M1TK456281,C,NO,2022-05-07
3777,E6CL122623,CE,C,2021-06-14
3778,X8MI238584,R4,E,2022-06-19
3779,O4RY886181,R3,SE,2021-09-23
3780,Y6DR461251,CE,NO,2023-02-12
3781,R7KM255887,I,O,2023-03-10
3782,E7LB724446,R2,N,2022-06-01
3783,R7KB254465,R3,C,2022-09-27
3784,N4HC671252,R4,SE,2023-08-27
3785,M1SE887318,C,NE,2021-08-17
3786,V7NG268665,P,S,2021-12-09
3787,S8DK828763,S,N,2022-07-29
3788,O3LX164533,P,C,2021-04-13
3789,U6PA474813,P,SO,2021-11-13
3790,P2CI861786,R1,SO,2023-10-21
3791,J8QC746817,P,N,2021-05-15
3792,B7UX776353,I,NE,2022-11-12
3793,A5HE112477,S,SE,2023-06-16
3794,T8LX881246,R1,C,2021-07-21
3795,R2MJ124624,R2,NO,2022-02-01
3796,Y4WE554473,R3,C,2021-01-16
3797,W3FH252511,R1,E,2021-11-06
3798,S7LF127125,I,SO,2021-08-31
3799,J5YW857427,CE,SE,2022-09-02
3800,M7GO873415,I,E,2021-09-10
3801,Y6RK653338,C,SO,2022-12-01
3802,I2SE847327,S,C,2021-04-11
3803,D7JJ583384,CE,SE,2021-04-18
3804,V6XK465638,I,C,2023-07-03
3805,L7HU823831,R2,S,2021-04-18
3806,D3HO214774,R4,SO,2022-01-01
3807,B8TI844663,C,NE,2023-12-20
3808,S6VT835483,P,N,2023-07-25
3809,Q5GL242633,R2,SE,2023-04-28
3810,L2SR663547,R2,NO,2022-03-07
3811,K6SX243322,C,E,2023-01-22
3812,I1WV774732,R4,O,2023-09-26
3813,M8XG423137,P,NO,2021-04-21
3814,M4WC564247,C,E,2023-04-27
3815,G6LX877223,R2,S,2023-06-03
3816,W4TV643851,I,NO,2022-03-18
3817,L4DG227771,R3,NO,2021-06-25
3818,M6UE334844,C,N,2023-05-28
3819,L1OY376388,R1,E,2023-09-29
3820,R8JX271244,C,O,2021-01-31
3821,W5VS457622,I,NO,2023-09-16
3822,Y7TH227143,CE,SO,2022-09-11
3823,E3HC685328,R1,SO,2022-09-10
3824,X8VM731486,R4,N,2022-07-12
3825,I2EP286685,R1,N,2022-09-25
3826,S5DK674611,P,C,2023-11-16
3827,L3DR381718,R2,SE,2021-08-18
3828,M4WU151115,I,NE,2021-02-06
3829,M2QS854362,S,E,2022-05-13
3830,D3IJ778447,C,N,2022-05-08
3831,F3EM552128,C,O,2022-05-26
3832,N7PT617585,R3,S,2023-12-26
3833,T6BF266122,C,SO,2023-03-23
3834,A2OP536465,R2,N,2021-05-24
3835,G8EX754111,I,NE,2022-01-17
3836,C8JS137618,P,S,2021-01-29
3837,Y5LQ451412,CE,C,2021-11-17
3838,U2AI523538,S,E,2022-10-17
3839,Y4FN384878,P,NO,2021-12-19
3840,L5YD166586,R3,NE,2023-07-17
3841,E7VA187652,S,C,2022-08-02
3842,P4UA253164,I,SO,2021-08-21
3843,K1SM251175,I,O,2021-03-30
3844,B6OQ444142,CE,E,2022-11-17
3845,R3GJ636352,P,NE,2022-07-16
3846,J2RW651157,R1,C,2023-12-21
3847,U2YK516452,P,S,2023-11-15
3848,T6GU487667,C,NE,2021-06-11
3849,Y4EV777238,P,NE,2021-04-21
3850,F7RK473216,S,NE,2022-05-28
3851,X4NJ287351,I,NE,2023-09-19
3852,J5AJ724842,R1,NO,2022-06-07
3853,U6MQ285863,I,E,2023-12-22
3854,W2KC335171,I,S,2021-06-07
3855,A8HW632317,R4,NE,2021-11-20
3856,P5GY885842,P,E,2023-05-25
3857,V7HG173232,I,NE,2021-10-10
3858,P5BD281536,S,N,2023-10-11
3859,X5AG122458,P,N,2022-01-06
3860,V8OU731288,I,NE,2022-10-04
3861,Q8DK377625,I,N,2022-08-22
3862,M2RO416384,R3,E,2023-01-22
3863,R1GR747415,R1,C,2022-01-30
3864,O1LJ253864,R2,O,2022-06-02
3865,Q6VJ141553,R3,E,2021-07-07
3866,V1TG253487,I,E,2023-01-19
3867,B5XK855353,P,S,2023-07-15
3868,U6AH152643,R4,C,2022-09-02
3869,N4GT466361,I,E,2022-12-25
3870,I1HL476527,C,C,2022-02-16
3871,U3II563325,R1,NE,2022-12-19
3872,H1HM248555,I,O,2023-05-18
3873,C2LL618656,I,NE,2022-07-25
3874,T8VT428565,R3,E,2023-09-24
3875,B8NY322162,S,S,2022-07-04
3876,Y3PH823637,R1,E,2021-05-14
3877,P3GB712152,R1,NO,2022-07-16
3878,S2LV216641,C,NO,2023-09-11
3879,X8EJ738811,R4,SE,2021-09-28
3880,V4JN862818,C,O,2021-02-01
3881,V2GP463586,CE,O,2023-10-08
3882,H2EX616533,CE,O,2021-10-04
3883,R5LW465261,P,C,2022-05-03
3884,I7EX822783,R4,NO,2021-12-09
3885,W6FA457588,R2,SE,2023-10-09
3886,R1SN224631,R1,C,2022-09-16
3887,G8BL786474,R3,S,2022-02-04
3888,H5MM288261,R2,E,2023-09-12
3889,K8BC786227,CE,S,2022-01-26
3890,N3GQ571238,CE,SE,2022-07-17
3891,C2MK262574,I,SE,2023-11-22
3892,A1IC151362,C,O,2023-09-28
3893,T2YI246644,C,NO,2023-12-03
3894,F8WL443178,I,SO,2022-05-05
3895,K1DS311812,S,N,2021-01-25
3896,T4VA256181,C,SO,2022-06-27
3897,H4OG128814,R1,SE,2021-10-19
3898,S1YE315728,I,C,2023-03-13
3899,E4HE186822,R3,NO,2023-04-06
3900,C6WO235873,R1,SE,2022-11-18
3901,M1WT444116,C,E,2023-08-11
3902,M3VI823255,R3,C,2021-03-25
3903,M8UT735167,R4,SE,2023-03-29
3904,B5OD871428,CE,C,2022-07-21
3905,H3UT161824,R3,NO,2023-09-16
3906,U4QD586346,R1,O,2022-01-03
3907,E2CM374351,I,S,2023-03-27
3908,M8EU632781,R3,O,2021-08-14
3909,Y5UO362768,CE,NE,2022-07-01
3910,T3QC212335,R4,E,2021-11-06
3911,A2PY733461,R1,N,2023-10-04
3912,Q4IL148786,R3,NE,2021-08-26
3913,R6JP627525,I,E,2021-07-23
3914,K5EU161775,C,SE,2023-02-15
3915,D5CQ247317,S,SO,2021-02-19
3916,S7SS471821,R4,O,2023-05-30
3917,N5IE561567,R1,O,2021-11-25
3918,G1RF273475,R4,SE,2022-09-17
3919,W8IJ277535,R3,NE,2022-06-04
3920,K1SJ552464,R3,SO,2021-10-05
3921,E6YM738327,I,NO,2023-10-30
3922,E3QH858167,P,N,2023-02-24
3923,M8WY481281,I,C,2022-05-03
3924,T4FT655652,C,E,2023-01-12
3925,G4LT183465,I,SO,2022-11-03
3926,T8SU456846,P,NO,2023-03-19
3927,Y4HM731524,CE,S,2021-06-03
3928,Q6VP326844,CE,N,2022-03-19
3929,R5FH675458,I,NO,2021-04-20
3930,U5CD643317,R3,NO,2023-03-08
3931,M4CN125752,R4,NO,2023-02-12
3932,H6WO483846,R3,NE,2023-07-26
3933,M1RU441172,S,NO,2022-09-05
3934,K3PG264574,I,O,2021-04-17
3935,B3HX467274,I,NO,2021-09-03
3936,G6GC852882,R4,NO,2023-01-20
3937,P8QU345456,R3,O,2023-01-15
3938,Q2YM521423,C,E,2022-01-23
3939,A5LW665885,S,SE,2022-09-05
3940,V8KQ313625,R2,C,2022-09-09
3941,Q1LT356122,R4,N,2023-05-05
3942,O2UW724163,I,S,2021-06-27
3943,H1KC226325,R3,O,2022-05-15
3944,D6GQ428655,R2,E,2021-03-05
3945,J3VG864286,R2,N,2021-08-25
3946,R7JV881768,C,SO,2021-10-04
3947,D4LO756357,R2,N,2023-06-24
3948,D3HS366351,I,N,2022-09-11
3949,C7DE338158,R4,E,2022-02-11
3950,N8CF375851,S,C,2021-04-21
3951,J3WB257546,P,NO,2021-11-23
3952,L6SU115213,C,O,2021-05-12
3953,W6AB888368,R3,NE,2023-11-22
3954,J6PL775275,P,NO,2021-04-07
3955,U2QD355586,I,E,2023-01-12
3956,L5CF646266,CE,S,2021-09-30
3957,G6HV121665,P,C,2023-04-09
3958,G7IL636416,I,SE,2021-11-24
3959,S1LJ218263,R2,C,2022-12-18
3960,R5KK142225,R3,C,2022-01-30
3961,K1PD523145,CE,SO,2023-06-24
3962,A7KL835624,CE,S,2021-06-08
3963,G5LB226348,R2,NE,2022-11-11
3964,P4VQ486345,CE,N,2023-06-09
3965,B7TP562825,CE,C,2023-09-06
3966,K8IY783836,CE,SE,2022-10-05
3967,O6MT458268,I,NE,2021-06-08
3968,B4VI716436,P,E,2023-09-04
3969,U6KY858587,S,SO,2021-11-13
3970,R3ME858418,CE,N,2023-03-31
3971,F5PD345562,CE,O,2021-10-08
3972,R4JE447422,C,O,2021-05-02
3973,L2SV454824,C,SE,2021-12-28
3974,G3CV221762,P,S,2021-06-09
3975,E6OH588528,R2,E,2022-10-19
3976,R3CS484757,P,O,2023-07-31
3977,B1FD316432,P,SO,2023-10-18
3978,S8QB331631,R4,E,2022-08-01
3979,S6FX626857,I,NO,2021-12-15
3980,C1VG347583,S,SO,2021-06-19
3981,R3BB844165,CE,S,2022-02-22
3982,K4HY172871,R4,SO,2021-03-05
3983,R7RH137227,R4,SE,2022-05-29
3984,R6SJ215565,R2,NO,2021-03-25
3985,I5FK526232,CE,E,2023-10-27
3986,L5FF868667,R2,NE,2023-03-07
3987,M1SL272361,S,C,2021-12-12
3988,O5WB675134,CE,SO,2023-05-30
3989,B1CW771822,CE,N,2022-06-20
3990,I2ME231577,P,C,2021-04-10
3991,D5PW876623,P,NO,2022-02-18
3992,W4SQ722657,R3,N,2021-12-05
3993,J8WU443525,R2,O,2021-03-10
3994,L8IE618255,R4,SE,2022-06-03
3995,K8JY161426,R1,N,2021-04-12
3996,A6OS248766,I,O,2021-02-12
3997,K2UX815715,I,SE,2022-06-24
3998,R2YF318554,R4,O,2022-09-02
3999,D5JA532526,I,SE,2023-06-20
4000,D1HT326671,C,NO,2023-11-29
4001,K1RB557654,I,C,2022-04-20
4002,Y3LH622721,I,S,2022-04-28
4003,X3UY361336,R2,O,2021-06-12
4004,R8DB277688,I,SE,2021-10-13
4005,M5GD483647,R1,NO,2023-07-06
4006,Y4XU786175,P,E,2021-02-07
4007,T4WS856141,R3,NE,2023-10-17
4008,X6KK724376,I,E,2021-04-08
4009,T8XL558466,R1,NO,2021-04-03
4010,B4GB412215,R4,SO,2021-04-15
4011,W6ET545241,CE,C,2022-09-27
4012,K2RO881184,I,C,2021-12-13
4013,T4FN814681,R1,NE,2022-10-27
4014,S2WH335536,C,O,2023-01-05
4015,A3XI648632,S,SE,2021-06-03
4016,N7OI281775,I,E,2021-02-17
4017,P7YQ374236,R4,SO,2023-12-23
4018,J2TY376316,R3,E,2023-10-11
4019,U3US134446,R4,NO,2021-07-02
4020,P1AR456117,R3,S,2023-02-22
4021,G3TX631268,P,O,2022-06-30
4022,Q6JK518517,P,S,2022-11-12
4023,X6FD774327,CE,NO,2023-04-14
4024,J1VD685231,R4,S,2022-04-09
4025,I4HA812871,R2,O,2021-09-30
4026,L5FN673548,CE,NE,2021-01-05
4027,F1VG432452,I,C,2023-01-09
4028,U8FP485844,C,O,2021-03-13
4029,N5TX584754,I,SO,2021-04-30
4030,X8OJ648887,I,SE,2022-07-22
4031,I4VF551687,R2,SE,2023-06-28
4032,D3IF785682,S,S,2022-04-09
4033,U5DN444682,R3,SE,2021-06-12
4034,K4JG223677,P,SE,2023-11-26
4035,I1QV586124,R4,N,2022-07-29
4036,C7HY453721,R2,C,2023-07-14
4037,Y6TX334427,P,SE,2021-04-21
4038,X3EJ767733,P,SE,2021-11-05
4039,R4IU378768,S,O,2021-09-22
4040,H2BI783534,P,O,2022-10-11
4041,F3VS837531,R4,NE,2021-04-20
4042,V7TU865784,R4,NO,2021-08-31
4043,Y4LK651871,S,S,2022-09-22
4044,Y7RA134856,P,E,2021-11-02
4045,B2LF744422,R2,SO,2022-07-25
4046,D7CL521778,R1,C,2021-06-07
4047,F1QA625763,R4,SE,2022-12-14
4048,V5WA165212,C,N,2023-08-23
4049,V2OV347246,R2,S,2023-02-11
4050,F2KR612313,R1,S,2022-01-11
4051,P3FA444231,R4,NE,2023-08-08
4052,B4SX478225,C,O,2022-12-23
4053,D3GV168815,R4,N,2022-09-28
4054,V5OA247811,I,O,2023-06-04
4055,V8CL771655,R4,NO,2023-09-08
4056,L1IX231335,R3,C,2021-06-27
4057,Q3AF654483,P,NE,2021-01-15
4058,X4IM118223,P,NE,2023-12-19
4059,C2TD627428,R4,C,2023-04-22
4060,T4SY343277,I,S,2022-06-13
4061,X3UI345152,S,O,2021-12-23
4062,J3LR154614,R2,SO,2023-03-16
4063,C1DC323361,S,SO,2022-08-26
4064,V1HX661461,I,C,2023-11-23
4065,O7IG556876,R3,NO,2023-05-07
4066,K8YB145811,C,NE,2021-06-28
4067,P2IA242183,C,SO,2022-02-14
4068,M6KJ866356,C,SO,2021-05-24
4069,N8MW383628,P,S,2023-10-09
4070,X5VC862365,S,E,2022-08-19
4071,K5VJ718537,R2,C,2023-02-25
4072,O6OS516265,S,S,2023-03-14
4073,X1PS166867,C,SO,2022-11-26
4074,G7NX881854,C,N,2023-09-24
4075,I2HJ277177,S,NO,2022-05-17
4076,T1TH684847,P,SO,2021-08-01
4077,P5XO225234,S,C,2021-11-17
4078,D2QY218412,P,SE,2022-02-02
4079,C1PD726547,R4,NE,2022-08-31
4080,W6QH587745,CE,S,2023-07-19
4081,C3YL677241,R4,N,2022-08-28
4082,R1KX416183,I,SE,2023-02-19
4083,E5HG284662,R2,SO,2023-06-06
4084,Y5QX378451,R2,NE,2021-01-25
4085,I3GK825548,R1,NO,2021-04-20
4086,E6LA443454,I,NO,2022-12-26
4087,T6PS741847,I,E,2021-02-26
4088,U4JO135131,S,SE,2023-09-30
4089,F1UC372231,I,C,2021-01-31
4090,U3FV242852,R1,S,2023-10-17
4091,M2QJ438518,P,N,2022-04-26
4092,N4MH414743,C,E,2021-03-04
4093,Q6QB653263,S,SO,2022-05-24
4094,M4HC428111,R3,O,2023-10-07
4095,F3HJ735828,C,C,2022-06-17
4096,U7PH341442,R3,S,2022-08-01
4097,V5XC252457,I,NE,2023-04-14
4098,O6DL417316,R1,C,2023-01-05
4099,A3VU817435,I,S,2022-07-12
4100,M6EG653527,S,SE,2022-07-29
4101,U2OY333428,I,N,2022-09-01
4102,R4HB234343,I,C,2022-09-26
4103,G3FW766176,I,O,2022-10-12
4104,F6JG731758,P,SE,2023-07-01
4105,D7SP333436,R4,C,2023-03-09
4106,D3YX384387,S,E,2021-11-19
4107,R1UK271482,R3,O,2022-06-17
4108,Y7AA676278,S,SE,2021-01-10
4109,D4YN544761,R3,SE,2021-07-02
4110,H6GN616558,R2,NE,2022-10-07
4111,B8CS783788,R4,NE,2023-07-20
4112,U7LY341573,S,E,2021-09-16
4113,U2IF843353,P,E,2021-12-20
4114,M8MU782754,R2,N,2021-12-05
4115,R2XN285841,I,SO,2022-10-10
4116,M7BR787471,P,NO,2022-12-03
4117,F1UL831715,P,NO,2021-01-02
4118,K4TY317152,I,NE,2021-03-31
4119,U5TI328661,I,SO,2021-06-13
4120,R4GA477717,S,NO,2021-09-06
4121,L1BV286576,C,NO,2022-10-25
4122,C1UB652537,I,SE,2022-05-08
4123,P2US587567,R4,C,2022-07-21
4124,B2AV684116,R4,NE,2021-12-25
4125,R4YX131536,R1,N,2021-10-24
4126,Q6CF116142,R1,S,2021-05-08
4127,O8PR488464,I,O,2021-12-05
4128,I5YF565767,I,C,2021-08-23
4129,P5TC785585,C,NO,2021-12-07
4130,E2DW235628,R3,NO,2021-10-01
4131,F3OO126835,S,E,2023-02-20
4132,W5CN251458,R4,N,2023-06-07
4133,R1NB743625,C,NE,2022-04-19
4134,F1BM844234,C,NO,2023-09-07
4135,A5ID455788,C,E,2022-01-13
4136,X1GU724146,S,E,2022-04-06
4137,B8NK887218,I,SE,2021-01-27
4138,D3BH457171,R4,SE,2022-07-26
4139,O4GB111788,CE,N,2022-12-15
4140,I3LP564246,CE,NO,2022-08-24
4141,W8IK688862,C,SO,2023-08-09
4142,J8VH521514,R4,C,2022-08-17
4143,N3MO443118,R3,N,2023-05-30
4144,D8BC255157,CE,SE,2021-11-02
4145,Q6QE256254,I,SO,2021-04-28
4146,X3HT577676,R1,C,2021-05-12
4147,O1WQ381781,CE,NO,2021-01-17
4148,F3FN364147,R4,NO,2023-12-08
4149,N4BT766446,I,S,2021-12-02
4150,N4UO426228,CE,SE,2022-03-24
4151,L4AV735461,I,SO,2021-06-02
4152,I5FG836565,C,E,2021-02-03
4153,G4CQ422865,R4,NE,2021-04-17
4154,W1UF273426,S,N,2023-06-18
4155,T8AP415223,I,S,2021-08-16
4156,M8QK874421,S,SO,2022-11-02
4157,Q2MV746176,CE,E,2023-12-27
4158,C1PO166571,CE,NE,2023-04-29
4159,Y4TW147151,R2,N,2022-10-23
4160,O6KB553642,C,SE,2022-12-12
4161,C5OG342755,R4,SE,2021-11-26
4162,H2DW314551,R3,NO,2023-03-07
4163,W8KP486284,I,E,2021-05-08
4164,W7TQ527773,I,O,2023-08-25
4165,E4CX236332,P,NE,2023-10-17
4166,Q4WH365523,R2,SO,2021-10-07
4167,F2KT731886,R1,SO,2021-10-05
4168,C2LV826471,R3,NE,2022-04-07
4169,Y7CQ731342,I,NE,2023-09-10
4170,H1ND186683,R1,O,2021-10-03
4171,M2AA758577,CE,S,2022-11-25
4172,A2FU314587,R4,SO,2023-05-07
4173,K3RA462283,R3,S,2021-12-17
4174,U6HE283535,I,SE,2022-03-06
4175,B5SC845762,CE,S,2022-02-15
4176,K6FB577633,R3,NE,2022-08-19
4177,M4GX846817,R1,O,2021-10-13
4178,Y5YT285424,CE,SE,2022-12-13
4179,I4XQ755221,I,SO,2022-01-01
4180,R3EM322647,R1,NO,2021-11-12
4181,I7WE613221,R4,S,2021-12-02
4182,P6OE863537,I,SE,2023-04-19
4183,A8TW575212,R2,SE,2021-01-17
4184,D1QG521548,I,C,2021-11-04
4185,E1IN483335,C,S,2023-07-28
4186,F3SU246822,P,S,2023-12-31
4187,L3WA521481,R3,NO,2022-02-10
4188,Q7XG351416,R2,E,2021-06-10
4189,C4DK315355,I,S,2022-11-19
4190,V1PS468774,CE,C,2021-05-28
4191,E8JE457552,R3,C,2022-07-07
4192,K5CY763328,S,SE,2023-09-07
4193,W2IL372547,R3,SO,2021-02-25
4194,O3YE143233,C,NE,2021-04-03
4195,N5HB253246,CE,C,2023-04-16
4196,N2RO884661,C,E,2022-06-24
4197,B3OJ523667,I,O,2023-03-07
4198,W5TI553512,C,C,2022-07-30
4199,F4GX474781,R3,NO,2021-03-16
4200,D4XR781547,R4,SE,2023-11-22
4201,X1IK425522,R4,O,2021-08-02
4202,Q4GX756461,R2,S,2022-08-10
4203,O4MB752311,S,N,2022-07-18
4204,C4KQ418282,P,NE,2021-04-09
4205,R8YR271676,R3,SO,2021-02-28
4206,P4AO851734,C,N,2022-04-23
4207,I3VA582428,R1,O,2021-10-09
4208,C2RE245743,R2,NE,2023-03-27
4209,R4DO163728,R1,N,2021-07-25
4210,O4CK762744,R1,SO,2022-05-18
4211,Q5ND886243,I,S,2022-01-31
4212,U1TW885136,C,O,2022-08-22
4213,B2GO244775,C,SO,2022-03-11
4214,F1CX464715,R2,O,2023-09-30
4215,H5SE155753,R1,E,2021-07-15
4216,G6JR856427,C,NE,2021-09-24
4217,S5JP261156,R4,NO,2022-08-31
4218,Y6WY288817,S,S,2022-07-02
4219,U3EL165434,C,NE,2022-09-15
4220,T6KX467733,C,C,2021-06-11
4221,Q5SJ642661,S,N,2022-05-27
4222,R6YD281188,CE,SE,2023-08-28
4223,F4NF358371,C,C,2023-04-22
4224,W3RV734688,R1,SO,2023-02-24
4225,X8BT615535,I,E,2021-05-21
4226,F8DO272353,CE,O,2022-07-28
4227,U6UY113845,R3,NE,2023-05-13
4228,A6GV254446,R2,S,2022-04-22
4229,T7EY814843,C,NO,2021-08-08
4230,A8JF712336,I,C,2023-02-23
4231,N3XW187848,R2,N,2021-10-22
4232,R4JT558452,R3,NO,2023-11-11
4233,B3JV123256,R4,SE,2021-12-21
4234,I6WR482711,R2,E,2021-11-30
4235,L5LM617185,I,E,2022-05-13
4236,N1HM827512,R3,E,2023-06-13
4237,V8AY828351,R4,C,2023-10-20
4238,Q2FG518681,I,N,2023-02-19
4239,H5JT465344,CE,N,2021-11-26
4240,F7PJ668381,S,E,2021-06-12
4241,F2SE567576,I,SE,2021-05-03
4242,P2QI155843,S,SE,2023-09-28
4243,Y4LQ525282,R3,NO,2021-12-26
4244,V1NO677451,I,E,2023-08-20
4245,K3HB152373,CE,N,2022-07-18
4246,Y2HU263165,I,NO,2022-02-21
4247,F6MO553342,R3,S,2023-08-14
4248,H7WI834865,R4,C,2021-12-28
4249,H5JC881285,S,E,2021-11-11
4250,X7GA134732,R2,C,2023-04-01
4251,A2YB322383,S,S,2021-11-07
4252,Y1XF668541,R2,C,2021-05-01
4253,N8VL736127,I,O,2023-07-28
4254,P2HS172313,I,E,2023-06-19
4255,R7JK656168,CE,NE,2021-08-23
4256,J8JS862336,C,SE,2021-02-14
4257,F2ME278745,R2,O,2022-06-27
4258,H5SH815313,C,O,2021-04-30
